day,crimedate,NUMCRIMES
6,2007-05-26,1130
7,2007-05-27,1231
1,2007-05-28,1298
2,2007-05-29,1396
3,2007-05-30,1358
4,2007-05-31,1228
5,2007-06-01,1582
6,2007-06-02,1327
7,2007-06-03,1231
1,2007-06-04,1185
2,2007-06-05,1185
3,2007-06-06,1248
4,2007-06-07,1257
5,2007-06-08,1322
6,2007-06-09,1270
7,2007-06-10,1232
1,2007-06-11,1302
2,2007-06-12,1288
3,2007-06-13,1291
4,2007-06-14,1320
5,2007-06-15,1459
6,2007-06-16,1331
7,2007-06-17,1298
1,2007-06-18,1326
2,2007-06-19,1279
3,2007-06-20,1371
4,2007-06-21,1365
5,2007-06-22,1387
6,2007-06-23,1216
7,2007-06-24,1295
1,2007-06-25,1273
2,2007-06-26,1200
3,2007-06-27,1300
4,2007-06-28,1273
5,2007-06-29,1335
6,2007-06-30,1248
7,2007-07-01,1509
1,2007-07-02,1298
2,2007-07-03,1228
3,2007-07-04,1301
4,2007-07-05,1364
5,2007-07-06,1353
6,2007-07-07,1324
7,2007-07-08,1270
1,2007-07-09,1276
2,2007-07-10,1298
3,2007-07-11,1274
4,2007-07-12,1395
5,2007-07-13,1368
6,2007-07-14,1265
7,2007-07-15,1318
1,2007-07-16,1220
2,2007-07-17,1325
3,2007-07-18,1346
4,2007-07-19,1272
5,2007-07-20,1388
6,2007-07-21,1352
7,2007-07-22,1365
1,2007-07-23,1250
2,2007-07-24,1347
3,2007-07-25,1344
4,2007-07-26,1315
5,2007-07-27,1391
6,2007-07-28,1365
7,2007-07-29,1303
1,2007-07-30,1316
2,2007-07-31,1251
3,2007-08-01,1559
4,2007-08-02,1274
5,2007-08-03,1328
6,2007-08-04,1260
7,2007-08-05,1244
1,2007-08-06,1266
2,2007-08-07,1272
3,2007-08-08,1293
4,2007-08-09,1283
5,2007-08-10,1384
6,2007-08-11,1323
7,2007-08-12,1276
1,2007-08-13,1355
2,2007-08-14,1356
3,2007-08-15,1308
4,2007-08-16,1206
5,2007-08-17,1353
6,2007-08-18,1187
7,2007-08-19,1088
1,2007-08-20,1191
2,2007-08-21,1285
3,2007-08-22,1265
4,2007-08-23,1107
5,2007-08-24,1321
6,2007-08-25,1304
7,2007-08-26,1253
1,2007-08-27,1233
2,2007-08-28,1334
3,2007-08-29,1289
4,2007-08-30,1324
5,2007-08-31,1329
6,2007-09-01,1495
7,2007-09-02,1218
1,2007-09-03,1242
2,2007-09-04,1242
3,2007-09-05,1281
4,2007-09-06,1296
5,2007-09-07,1406
6,2007-09-08,1347
7,2007-09-09,1245
1,2007-09-10,1139
2,2007-09-11,1184
3,2007-09-12,1126
4,2007-09-13,1236
5,2007-09-14,1364
6,2007-09-15,1174
7,2007-09-16,1192
1,2007-09-17,1210
2,2007-09-18,1294
3,2007-09-19,1311
4,2007-09-20,1263
5,2007-09-21,1475
6,2007-09-22,1344
7,2007-09-23,1188
1,2007-09-24,1302
2,2007-09-25,1306
3,2007-09-26,1190
4,2007-09-27,1272
5,2007-09-28,1396
6,2007-09-29,1301
7,2007-09-30,1226
1,2007-10-01,1487
2,2007-10-02,1289
3,2007-10-03,1203
4,2007-10-04,1247
5,2007-10-05,1307
6,2007-10-06,1312
7,2007-10-07,1242
1,2007-10-08,1271
2,2007-10-09,1324
3,2007-10-10,1293
4,2007-10-11,1109
5,2007-10-12,1360
6,2007-10-13,1225
7,2007-10-14,1123
1,2007-10-15,1303
2,2007-10-16,1341
3,2007-10-17,1275
4,2007-10-18,1298
5,2007-10-19,1315
6,2007-10-20,1313
7,2007-10-21,1282
1,2007-10-22,1172
2,2007-10-23,1211
3,2007-10-24,1222
4,2007-10-25,1248
5,2007-10-26,1299
6,2007-10-27,1235
7,2007-10-28,1200
1,2007-10-29,1195
2,2007-10-30,1363
3,2007-10-31,1530
4,2007-11-01,1506
5,2007-11-02,1225
6,2007-11-03,1299
7,2007-11-04,1117
1,2007-11-05,1164
2,2007-11-06,1070
3,2007-11-07,1143
4,2007-11-08,1170
5,2007-11-09,1254
6,2007-11-10,1221
7,2007-11-11,1182
1,2007-11-12,1209
2,2007-11-13,1169
3,2007-11-14,1242
4,2007-11-15,1127
5,2007-11-16,1290
6,2007-11-17,1142
7,2007-11-18,1092
1,2007-11-19,1137
2,2007-11-20,1186
3,2007-11-21,1041
4,2007-11-22,811
5,2007-11-23,992
6,2007-11-24,1059
7,2007-11-25,968
1,2007-11-26,1071
2,2007-11-27,1138
3,2007-11-28,1170
4,2007-11-29,1089
5,2007-11-30,1140
6,2007-12-01,1126
7,2007-12-02,927
1,2007-12-03,1062
2,2007-12-04,1031
3,2007-12-05,913
4,2007-12-06,1042
5,2007-12-07,977
6,2007-12-08,950
7,2007-12-09,881
1,2007-12-10,1096
2,2007-12-11,1091
3,2007-12-12,1124
4,2007-12-13,1123
5,2007-12-14,1236
6,2007-12-15,1016
7,2007-12-16,770
1,2007-12-17,972
2,2007-12-18,1037
3,2007-12-19,1018
4,2007-12-20,1173
5,2007-12-21,1278
6,2007-12-22,1124
7,2007-12-23,987
1,2007-12-24,803
2,2007-12-25,777
3,2007-12-26,1035
4,2007-12-27,1018
5,2007-12-28,1060
6,2007-12-29,999
7,2007-12-30,1005
1,2007-12-31,958
2,2008-01-01,1813
3,2008-01-02,919
4,2008-01-03,916
5,2008-01-04,1099
6,2008-01-05,1183
7,2008-01-06,1158
1,2008-01-07,1149
2,2008-01-08,1146
3,2008-01-09,1204
4,2008-01-10,1217
5,2008-01-11,1315
6,2008-01-12,1202
7,2008-01-13,1079
1,2008-01-14,1098
2,2008-01-15,1200
3,2008-01-16,1161
4,2008-01-17,1047
5,2008-01-18,1113
6,2008-01-19,976
7,2008-01-20,915
1,2008-01-21,937
2,2008-01-22,963
3,2008-01-23,953
4,2008-01-24,977
5,2008-01-25,955
6,2008-01-26,1002
7,2008-01-27,924
1,2008-01-28,1085
2,2008-01-29,965
3,2008-01-30,856
4,2008-01-31,855
5,2008-02-01,1186
6,2008-02-02,952
7,2008-02-03,848
1,2008-02-04,969
2,2008-02-05,953
3,2008-02-06,920
4,2008-02-07,1012
5,2008-02-08,1176
6,2008-02-09,988
7,2008-02-10,820
1,2008-02-11,847
2,2008-02-12,788
3,2008-02-13,1006
4,2008-02-14,1075
5,2008-02-15,1116
6,2008-02-16,1057
7,2008-02-17,1023
1,2008-02-18,959
2,2008-02-19,963
3,2008-02-20,969
4,2008-02-21,996
5,2008-02-22,1119
6,2008-02-23,1066
7,2008-02-24,982
1,2008-02-25,1057
2,2008-02-26,1060
3,2008-02-27,1048
4,2008-02-28,936
5,2008-02-29,1160
6,2008-03-01,1331
7,2008-03-02,1003
1,2008-03-03,1036
2,2008-03-04,1060
3,2008-03-05,1139
4,2008-03-06,1054
5,2008-03-07,1161
6,2008-03-08,986
7,2008-03-09,969
1,2008-03-10,1103
2,2008-03-11,1194
3,2008-03-12,1196
4,2008-03-13,1163
5,2008-03-14,1248
6,2008-03-15,1117
7,2008-03-16,1033
1,2008-03-17,1044
2,2008-03-18,1015
3,2008-03-19,1085
4,2008-03-20,1094
5,2008-03-21,952
6,2008-03-22,944
7,2008-03-23,948
1,2008-03-24,1072
2,2008-03-25,1222
3,2008-03-26,1256
4,2008-03-27,1027
5,2008-03-28,1276
6,2008-03-29,1117
7,2008-03-30,1015
1,2008-03-31,1119
2,2008-04-01,1319
3,2008-04-02,1172
4,2008-04-03,1139
5,2008-04-04,1285
6,2008-04-05,1188
7,2008-04-06,1156
1,2008-04-07,1172
2,2008-04-08,1144
3,2008-04-09,1166
4,2008-04-10,1131
5,2008-04-11,1094
6,2008-04-12,1030
7,2008-04-13,974
1,2008-04-14,1153
2,2008-04-15,1397
3,2008-04-16,1269
4,2008-04-17,1232
5,2008-04-18,1320
6,2008-04-19,1186
7,2008-04-20,1146
1,2008-04-21,1295
2,2008-04-22,1308
3,2008-04-23,1262
4,2008-04-24,1168
5,2008-04-25,1298
6,2008-04-26,1131
7,2008-04-27,1061
1,2008-04-28,1090
2,2008-04-29,1105
3,2008-04-30,1203
4,2008-05-01,1449
5,2008-05-02,1300
6,2008-05-03,1071
7,2008-05-04,989
1,2008-05-05,1267
2,2008-05-06,1224
3,2008-05-07,1338
4,2008-05-08,1185
5,2008-05-09,1326
6,2008-05-10,1250
7,2008-05-11,1012
1,2008-05-12,1141
2,2008-05-13,1168
3,2008-05-14,1247
4,2008-05-15,1308
5,2008-05-16,1367
6,2008-05-17,1239
7,2008-05-18,1068
1,2008-05-19,1229
2,2008-05-20,1283
3,2008-05-21,1264
4,2008-05-22,1259
5,2008-05-23,1311
6,2008-05-24,1279
7,2008-05-25,1110
1,2008-05-26,1193
2,2008-05-27,1222
3,2008-05-28,1181
4,2008-05-29,1270
5,2008-05-30,1320
6,2008-05-31,1194
7,2008-06-01,1436
1,2008-06-02,1308
2,2008-06-03,1246
3,2008-06-04,1290
4,2008-06-05,1267
5,2008-06-06,1361
6,2008-06-07,1217
7,2008-06-08,1146
1,2008-06-09,1281
2,2008-06-10,1288
3,2008-06-11,1403
4,2008-06-12,1258
5,2008-06-13,1318
6,2008-06-14,1259
7,2008-06-15,1261
1,2008-06-16,1211
2,2008-06-17,1168
3,2008-06-18,1208
4,2008-06-19,1188
5,2008-06-20,1312
6,2008-06-21,1228
7,2008-06-22,1163
1,2008-06-23,1121
2,2008-06-24,1183
3,2008-06-25,1236
4,2008-06-26,1322
5,2008-06-27,1319
6,2008-06-28,1293
7,2008-06-29,1167
1,2008-06-30,1240
2,2008-07-01,1409
3,2008-07-02,1252
4,2008-07-03,1216
5,2008-07-04,1155
6,2008-07-05,1253
7,2008-07-06,1202
1,2008-07-07,1253
2,2008-07-08,1308
3,2008-07-09,1311
4,2008-07-10,1249
5,2008-07-11,1351
6,2008-07-12,1398
7,2008-07-13,1258
1,2008-07-14,1371
2,2008-07-15,1311
3,2008-07-16,1293
4,2008-07-17,1306
5,2008-07-18,1367
6,2008-07-19,1254
7,2008-07-20,1289
1,2008-07-21,1297
2,2008-07-22,1335
3,2008-07-23,1321
4,2008-07-24,1318
5,2008-07-25,1385
6,2008-07-26,1375
7,2008-07-27,1336
1,2008-07-28,1373
2,2008-07-29,1254
3,2008-07-30,1383
4,2008-07-31,1311
5,2008-08-01,1530
6,2008-08-02,1309
7,2008-08-03,1246
1,2008-08-04,1184
2,2008-08-05,1267
3,2008-08-06,1350
4,2008-08-07,1342
5,2008-08-08,1401
6,2008-08-09,1264
7,2008-08-10,1183
1,2008-08-11,1288
2,2008-08-12,1301
3,2008-08-13,1320
4,2008-08-14,1269
5,2008-08-15,1436
6,2008-08-16,1298
7,2008-08-17,1314
1,2008-08-18,1305
2,2008-08-19,1344
3,2008-08-20,1379
4,2008-08-21,1307
5,2008-08-22,1440
6,2008-08-23,1292
7,2008-08-24,1282
1,2008-08-25,1232
2,2008-08-26,1222
3,2008-08-27,1277
4,2008-08-28,1319
5,2008-08-29,1320
6,2008-08-30,1288
7,2008-08-31,1232
1,2008-09-01,1467
2,2008-09-02,1343
3,2008-09-03,1210
4,2008-09-04,928
5,2008-09-05,1297
6,2008-09-06,1319
7,2008-09-07,1179
1,2008-09-08,1105
2,2008-09-09,1268
3,2008-09-10,1278
4,2008-09-11,1302
5,2008-09-12,1261
6,2008-09-13,1118
7,2008-09-14,1086
1,2008-09-15,1216
2,2008-09-16,1202
3,2008-09-17,1323
4,2008-09-18,1327
5,2008-09-19,1426
6,2008-09-20,1325
7,2008-09-21,1221
1,2008-09-22,1271
2,2008-09-23,1306
3,2008-09-24,1320
4,2008-09-25,1256
5,2008-09-26,1355
6,2008-09-27,1219
7,2008-09-28,1188
1,2008-09-29,1074
2,2008-09-30,1258
3,2008-10-01,1332
4,2008-10-02,1130
5,2008-10-03,1134
6,2008-10-04,1159
7,2008-10-05,1136
1,2008-10-06,1179
2,2008-10-07,1147
3,2008-10-08,1247
4,2008-10-09,1290
5,2008-10-10,1453
6,2008-10-11,1267
7,2008-10-12,1285
1,2008-10-13,1185
2,2008-10-14,1310
3,2008-10-15,1351
4,2008-10-16,1247
5,2008-10-17,1330
6,2008-10-18,1196
7,2008-10-19,1115
1,2008-10-20,1142
2,2008-10-21,1207
3,2008-10-22,1216
4,2008-10-23,1225
5,2008-10-24,1181
6,2008-10-25,1188
7,2008-10-26,1120
1,2008-10-27,1127
2,2008-10-28,1162
3,2008-10-29,1113
4,2008-10-30,1271
5,2008-10-31,1444
6,2008-11-01,1479
7,2008-11-02,1214
1,2008-11-03,1124
2,2008-11-04,1076
3,2008-11-05,1261
4,2008-11-06,1182
5,2008-11-07,1204
6,2008-11-08,1076
7,2008-11-09,939
1,2008-11-10,1019
2,2008-11-11,1085
3,2008-11-12,1097
4,2008-11-13,1154
5,2008-11-14,1242
6,2008-11-15,1238
7,2008-11-16,1007
1,2008-11-17,1034
2,2008-11-18,1087
3,2008-11-19,1181
4,2008-11-20,1201
5,2008-11-21,1126
6,2008-11-22,1009
7,2008-11-23,1007
1,2008-11-24,1113
2,2008-11-25,1135
3,2008-11-26,1198
4,2008-11-27,881
5,2008-11-28,1105
6,2008-11-29,1144
7,2008-11-30,944
1,2008-12-01,1057
2,2008-12-02,1036
3,2008-12-03,1045
4,2008-12-04,956
5,2008-12-05,1079
6,2008-12-06,1040
7,2008-12-07,888
1,2008-12-08,1098
2,2008-12-09,974
3,2008-12-10,1069
4,2008-12-11,991
5,2008-12-12,1096
6,2008-12-13,1001
7,2008-12-14,1019
1,2008-12-15,930
2,2008-12-16,846
3,2008-12-17,982
4,2008-12-18,982
5,2008-12-19,960
6,2008-12-20,942
7,2008-12-21,660
1,2008-12-22,797
2,2008-12-23,826
3,2008-12-24,763
4,2008-12-25,620
5,2008-12-26,793
6,2008-12-27,1016
7,2008-12-28,958
1,2008-12-29,1022
2,2008-12-30,1032
3,2008-12-31,939
4,2009-01-01,1841
5,2009-01-02,1061
6,2009-01-03,1108
7,2009-01-04,998
1,2009-01-05,1005
2,2009-01-06,976
3,2009-01-07,982
4,2009-01-08,956
5,2009-01-09,1056
6,2009-01-10,863
7,2009-01-11,825
1,2009-01-12,906
2,2009-01-13,883
3,2009-01-14,867
4,2009-01-15,838
5,2009-01-16,929
6,2009-01-17,981
7,2009-01-18,807
1,2009-01-19,804
2,2009-01-20,1027
3,2009-01-21,1038
4,2009-01-22,1012
5,2009-01-23,979
6,2009-01-24,894
7,2009-01-25,853
1,2009-01-26,884
2,2009-01-27,987
3,2009-01-28,969
4,2009-01-29,944
5,2009-01-30,1034
6,2009-01-31,952
7,2009-02-01,1000
1,2009-02-02,987
2,2009-02-03,955
3,2009-02-04,929
4,2009-02-05,1029
5,2009-02-06,1136
6,2009-02-07,1065
7,2009-02-08,946
1,2009-02-09,1045
2,2009-02-10,1124
3,2009-02-11,1036
4,2009-02-12,1044
5,2009-02-13,1069
6,2009-02-14,1068
7,2009-02-15,916
1,2009-02-16,957
2,2009-02-17,1069
3,2009-02-18,1097
4,2009-02-19,993
5,2009-02-20,1106
6,2009-02-21,841
7,2009-02-22,809
1,2009-02-23,939
2,2009-02-24,963
3,2009-02-25,1157
4,2009-02-26,938
5,2009-02-27,1051
6,2009-02-28,966
7,2009-03-01,997
1,2009-03-02,829
2,2009-03-03,1037
3,2009-03-04,1123
4,2009-03-05,1162
5,2009-03-06,1268
6,2009-03-07,1034
7,2009-03-08,871
1,2009-03-09,1035
2,2009-03-10,1108
3,2009-03-11,1132
4,2009-03-12,1151
5,2009-03-13,1220
6,2009-03-14,1112
7,2009-03-15,1049
1,2009-03-16,1035
2,2009-03-17,1263
3,2009-03-18,1152
4,2009-03-19,1093
5,2009-03-20,1185
6,2009-03-21,1111
7,2009-03-22,994
1,2009-03-23,1080
2,2009-03-24,1248
3,2009-03-25,1200
4,2009-03-26,1211
5,2009-03-27,1093
6,2009-03-28,1027
7,2009-03-29,823
1,2009-03-30,1066
2,2009-03-31,980
3,2009-04-01,1257
4,2009-04-02,1042
5,2009-04-03,1179
6,2009-04-04,1071
7,2009-04-05,856
1,2009-04-06,934
2,2009-04-07,1101
3,2009-04-08,1151
4,2009-04-09,1113
5,2009-04-10,1078
6,2009-04-11,1075
7,2009-04-12,876
1,2009-04-13,904
2,2009-04-14,1060
3,2009-04-15,1186
4,2009-04-16,1145
5,2009-04-17,1269
6,2009-04-18,1083
7,2009-04-19,915
1,2009-04-20,1085
2,2009-04-21,1046
3,2009-04-22,1219
4,2009-04-23,1088
5,2009-04-24,1240
6,2009-04-25,1134
7,2009-04-26,1018
1,2009-04-27,1104
2,2009-04-28,1115
3,2009-04-29,1147
4,2009-04-30,1081
5,2009-05-01,1355
6,2009-05-02,1058
7,2009-05-03,983
1,2009-05-04,1087
2,2009-05-05,1198
3,2009-05-06,1113
4,2009-05-07,1208
5,2009-05-08,1247
6,2009-05-09,1142
7,2009-05-10,994
1,2009-05-11,1153
2,2009-05-12,1220
3,2009-05-13,1140
4,2009-05-14,1175
5,2009-05-15,1149
6,2009-05-16,1138
7,2009-05-17,1014
1,2009-05-18,1115
2,2009-05-19,1172
3,2009-05-20,1231
4,2009-05-21,1176
5,2009-05-22,1199
6,2009-05-23,1088
7,2009-05-24,1078
1,2009-05-25,968
2,2009-05-26,1083
3,2009-05-27,1180
4,2009-05-28,1261
5,2009-05-29,1193
6,2009-05-30,1099
7,2009-05-31,1029
1,2009-06-01,1303
2,2009-06-02,1144
3,2009-06-03,1135
4,2009-06-04,1101
5,2009-06-05,1168
6,2009-06-06,1034
7,2009-06-07,1007
1,2009-06-08,1165
2,2009-06-09,1087
3,2009-06-10,1179
4,2009-06-11,1007
5,2009-06-12,1304
6,2009-06-13,1082
7,2009-06-14,1062
1,2009-06-15,1097
2,2009-06-16,993
3,2009-06-17,1115
4,2009-06-18,1147
5,2009-06-19,1077
6,2009-06-20,1171
7,2009-06-21,1158
1,2009-06-22,1193
2,2009-06-23,1230
3,2009-06-24,1225
4,2009-06-25,1084
5,2009-06-26,1219
6,2009-06-27,1273
7,2009-06-28,1119
1,2009-06-29,1183
2,2009-06-30,1214
3,2009-07-01,1324
4,2009-07-02,1144
5,2009-07-03,1155
6,2009-07-04,1014
7,2009-07-05,1013
1,2009-07-06,1116
2,2009-07-07,1199
3,2009-07-08,1060
4,2009-07-09,1168
5,2009-07-10,1244
6,2009-07-11,1106
7,2009-07-12,1167
1,2009-07-13,1095
2,2009-07-14,1144
3,2009-07-15,1176
4,2009-07-16,1190
5,2009-07-17,1223
6,2009-07-18,1120
7,2009-07-19,1047
1,2009-07-20,1159
2,2009-07-21,1190
3,2009-07-22,1232
4,2009-07-23,1136
5,2009-07-24,1214
6,2009-07-25,1136
7,2009-07-26,1118
1,2009-07-27,1174
2,2009-07-28,1164
3,2009-07-29,1163
4,2009-07-30,1148
5,2009-07-31,1139
6,2009-08-01,1342
7,2009-08-02,1121
1,2009-08-03,1122
2,2009-08-04,1076
3,2009-08-05,1206
4,2009-08-06,1150
5,2009-08-07,1122
6,2009-08-08,1171
7,2009-08-09,1178
1,2009-08-10,1166
2,2009-08-11,1256
3,2009-08-12,1252
4,2009-08-13,1188
5,2009-08-14,1261
6,2009-08-15,1210
7,2009-08-16,1121
1,2009-08-17,1150
2,2009-08-18,1308
3,2009-08-19,1218
4,2009-08-20,1206
5,2009-08-21,1161
6,2009-08-22,1012
7,2009-08-23,1066
1,2009-08-24,1088
2,2009-08-25,1156
3,2009-08-26,1181
4,2009-08-27,1037
5,2009-08-28,1152
6,2009-08-29,1108
7,2009-08-30,1016
1,2009-08-31,1029
2,2009-09-01,1264
3,2009-09-02,1104
4,2009-09-03,1125
5,2009-09-04,1172
6,2009-09-05,1067
7,2009-09-06,1105
1,2009-09-07,1028
2,2009-09-08,1093
3,2009-09-09,1147
4,2009-09-10,1185
5,2009-09-11,1285
6,2009-09-12,1128
7,2009-09-13,1039
1,2009-09-14,1060
2,2009-09-15,1180
3,2009-09-16,1135
4,2009-09-17,1146
5,2009-09-18,1223
6,2009-09-19,1111
7,2009-09-20,1067
1,2009-09-21,1090
2,2009-09-22,1129
3,2009-09-23,1197
4,2009-09-24,1214
5,2009-09-25,1214
6,2009-09-26,1103
7,2009-09-27,1063
1,2009-09-28,1110
2,2009-09-29,1090
3,2009-09-30,996
4,2009-10-01,1151
5,2009-10-02,1054
6,2009-10-03,980
7,2009-10-04,962
1,2009-10-05,1056
2,2009-10-06,1088
3,2009-10-07,1158
4,2009-10-08,1055
5,2009-10-09,1081
6,2009-10-10,1101
7,2009-10-11,919
1,2009-10-12,985
2,2009-10-13,1150
3,2009-10-14,1050
4,2009-10-15,1088
5,2009-10-16,1151
6,2009-10-17,1025
7,2009-10-18,1003
1,2009-10-19,1112
2,2009-10-20,1173
3,2009-10-21,1186
4,2009-10-22,1068
5,2009-10-23,1085
6,2009-10-24,1136
7,2009-10-25,1056
1,2009-10-26,1046
2,2009-10-27,1105
3,2009-10-28,1079
4,2009-10-29,1075
5,2009-10-30,1181
6,2009-10-31,1183
7,2009-11-01,1176
1,2009-11-02,1002
2,2009-11-03,1072
3,2009-11-04,1098
4,2009-11-05,1078
5,2009-11-06,1139
6,2009-11-07,1092
7,2009-11-08,1077
1,2009-11-09,1133
2,2009-11-10,1099
3,2009-11-11,1086
4,2009-11-12,1079
5,2009-11-13,1208
6,2009-11-14,1148
7,2009-11-15,1035
1,2009-11-16,998
2,2009-11-17,1018
3,2009-11-18,1042
4,2009-11-19,1038
5,2009-11-20,1187
6,2009-11-21,992
7,2009-11-22,988
1,2009-11-23,1021
2,2009-11-24,992
3,2009-11-25,1086
4,2009-11-26,681
5,2009-11-27,947
6,2009-11-28,989
7,2009-11-29,881
1,2009-11-30,1016
2,2009-12-01,1225
3,2009-12-02,997
4,2009-12-03,974
5,2009-12-04,997
6,2009-12-05,912
7,2009-12-06,903
1,2009-12-07,901
2,2009-12-08,964
3,2009-12-09,908
4,2009-12-10,803
5,2009-12-11,990
6,2009-12-12,968
7,2009-12-13,878
1,2009-12-14,1017
2,2009-12-15,958
3,2009-12-16,958
4,2009-12-17,1002
5,2009-12-18,1071
6,2009-12-19,918
7,2009-12-20,908
1,2009-12-21,918
2,2009-12-22,884
3,2009-12-23,881
4,2009-12-24,753
5,2009-12-25,608
6,2009-12-26,753
7,2009-12-27,757
1,2009-12-28,820
2,2009-12-29,823
3,2009-12-30,924
4,2009-12-31,816
5,2010-01-01,1449
6,2010-01-02,793
7,2010-01-03,760
1,2010-01-04,855
2,2010-01-05,912
3,2010-01-06,887
4,2010-01-07,864
5,2010-01-08,931
6,2010-01-09,821
7,2010-01-10,783
1,2010-01-11,955
2,2010-01-12,1004
3,2010-01-13,991
4,2010-01-14,1078
5,2010-01-15,1212
6,2010-01-16,937
7,2010-01-17,901
1,2010-01-18,909
2,2010-01-19,1039
3,2010-01-20,969
4,2010-01-21,960
5,2010-01-22,1094
6,2010-01-23,1045
7,2010-01-24,829
1,2010-01-25,925
2,2010-01-26,987
3,2010-01-27,896
4,2010-01-28,895
5,2010-01-29,862
6,2010-01-30,873
7,2010-01-31,823
1,2010-02-01,1031
2,2010-02-02,890
3,2010-02-03,942
4,2010-02-04,950
5,2010-02-05,966
6,2010-02-06,858
7,2010-02-07,762
1,2010-02-08,845
2,2010-02-09,797
3,2010-02-10,824
4,2010-02-11,851
5,2010-02-12,890
6,2010-02-13,876
7,2010-02-14,765
1,2010-02-15,828
2,2010-02-16,920
3,2010-02-17,926
4,2010-02-18,1036
5,2010-02-19,962
6,2010-02-20,912
7,2010-02-21,809
1,2010-02-22,831
2,2010-02-23,970
3,2010-02-24,909
4,2010-02-25,885
5,2010-02-26,961
6,2010-02-27,908
7,2010-02-28,843
1,2010-03-01,1137
2,2010-03-02,969
3,2010-03-03,962
4,2010-03-04,988
5,2010-03-05,1112
6,2010-03-06,982
7,2010-03-07,845
1,2010-03-08,1094
2,2010-03-09,1110
3,2010-03-10,1128
4,2010-03-11,1110
5,2010-03-12,1157
6,2010-03-13,983
7,2010-03-14,896
1,2010-03-15,1071
2,2010-03-16,1115
3,2010-03-17,1068
4,2010-03-18,1156
5,2010-03-19,1164
6,2010-03-20,876
7,2010-03-21,902
1,2010-03-22,966
2,2010-03-23,1118
3,2010-03-24,1145
4,2010-03-25,1078
5,2010-03-26,1068
6,2010-03-27,1094
7,2010-03-28,956
1,2010-03-29,973
2,2010-03-30,1052
3,2010-03-31,1062
4,2010-04-01,1264
5,2010-04-02,1136
6,2010-04-03,976
7,2010-04-04,882
1,2010-04-05,1009
2,2010-04-06,1059
3,2010-04-07,913
4,2010-04-08,1081
5,2010-04-09,1074
6,2010-04-10,1144
7,2010-04-11,957
1,2010-04-12,1017
2,2010-04-13,1030
3,2010-04-14,1162
4,2010-04-15,1256
5,2010-04-16,1123
6,2010-04-17,1024
7,2010-04-18,937
1,2010-04-19,1022
2,2010-04-20,1108
3,2010-04-21,1004
4,2010-04-22,1060
5,2010-04-23,1163
6,2010-04-24,1019
7,2010-04-25,918
1,2010-04-26,1047
2,2010-04-27,1026
3,2010-04-28,1041
4,2010-04-29,1068
5,2010-04-30,1157
6,2010-05-01,1203
7,2010-05-02,973
1,2010-05-03,1112
2,2010-05-04,1122
3,2010-05-05,1257
4,2010-05-06,1104
5,2010-05-07,1113
6,2010-05-08,955
7,2010-05-09,982
1,2010-05-10,1100
2,2010-05-11,999
3,2010-05-12,1109
4,2010-05-13,1034
5,2010-05-14,1213
6,2010-05-15,1114
7,2010-05-16,959
1,2010-05-17,1032
2,2010-05-18,1093
3,2010-05-19,1084
4,2010-05-20,1129
5,2010-05-21,1090
6,2010-05-22,1052
7,2010-05-23,1056
1,2010-05-24,1153
2,2010-05-25,1108
3,2010-05-26,1176
4,2010-05-27,1091
5,2010-05-28,1146
6,2010-05-29,1061
7,2010-05-30,976
1,2010-05-31,811
2,2010-06-01,1301
3,2010-06-02,1114
4,2010-06-03,1056
5,2010-06-04,1141
6,2010-06-05,1061
7,2010-06-06,970
1,2010-06-07,1079
2,2010-06-08,1014
3,2010-06-09,1129
4,2010-06-10,1231
5,2010-06-11,1159
6,2010-06-12,1000
7,2010-06-13,926
1,2010-06-14,1110
2,2010-06-15,1085
3,2010-06-16,1093
4,2010-06-17,1141
5,2010-06-18,1082
6,2010-06-19,931
7,2010-06-20,1089
1,2010-06-21,1144
2,2010-06-22,1041
3,2010-06-23,1005
4,2010-06-24,1024
5,2010-06-25,1155
6,2010-06-26,1120
7,2010-06-27,1107
1,2010-06-28,1168
2,2010-06-29,1106
3,2010-06-30,1140
4,2010-07-01,1260
5,2010-07-02,1091
6,2010-07-03,1005
7,2010-07-04,999
1,2010-07-05,1111
2,2010-07-06,1076
3,2010-07-07,1088
4,2010-07-08,1157
5,2010-07-09,1097
6,2010-07-10,1072
7,2010-07-11,1019
1,2010-07-12,1063
2,2010-07-13,1019
3,2010-07-14,1128
4,2010-07-15,1097
5,2010-07-16,1144
6,2010-07-17,1121
7,2010-07-18,1077
1,2010-07-19,1042
2,2010-07-20,1129
3,2010-07-21,1085
4,2010-07-22,1187
5,2010-07-23,1092
6,2010-07-24,935
7,2010-07-25,1064
1,2010-07-26,1056
2,2010-07-27,1134
3,2010-07-28,1098
4,2010-07-29,1004
5,2010-07-30,1061
6,2010-07-31,1002
7,2010-08-01,1198
1,2010-08-02,1062
2,2010-08-03,1046
3,2010-08-04,1049
4,2010-08-05,1119
5,2010-08-06,1154
6,2010-08-07,1101
7,2010-08-08,1069
1,2010-08-09,1098
2,2010-08-10,1112
3,2010-08-11,1099
4,2010-08-12,1042
5,2010-08-13,1068
6,2010-08-14,1120
7,2010-08-15,1108
1,2010-08-16,1116
2,2010-08-17,1084
3,2010-08-18,1129
4,2010-08-19,1153
5,2010-08-20,1151
6,2010-08-21,1060
7,2010-08-22,1042
