date,year,mo,da,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,day,crimedate,NUMCRIMES
2016-01-21,2016,01,21,21.3,12.6,1028.5,9.6,2.7,6.0,999.9,32.0,16.0,0.0,1.2,0,4,2016-01-21,634
2016-01-22,2016,01,22,27.3,18.6,1026.1,7.4,7.6,15.9,999.9,32.0,21.0,0.0,1.2,0,5,2016-01-22,700
2016-01-23,2016,01,23,30.0,19.0,1024.0,9.7,6.5,14.0,999.9,35.6,25.0,0.01,1.2,0,6,2016-01-23,721
2016-01-24,2016,01,24,29.1,18.3,1017.5,10.0,7.5,14.0,20.0,37.0,24.1,0.0,999.9,0,7,2016-01-24,675
2016-01-25,2016,01,25,34.3,25.4,1012.5,8.9,7.2,14.0,21.0,41.0,28.9,0.0,999.9,0,1,2016-01-25,744
2016-01-26,2016,01,26,33.5,27.0,1012.9,7.3,14.3,22.0,28.9,43.0,28.9,0.06,999.9,0,2,2016-01-26,640
2016-01-27,2016,01,27,29.1,16.6,1023.3,10.0,9.8,14.0,21.0,34.0,26.1,0.0,999.9,0,3,2016-01-27,669
2016-01-28,2016,01,28,35.7,26.0,1007.7,9.9,13.4,19.0,28.0,41.0,33.1,0.0,999.9,0,4,2016-01-28,751
2016-01-29,2016,01,29,30.5,14.5,1013.8,10.0,9.0,14.0,20.0,36.0,24.1,0.0,999.9,0,5,2016-01-29,746
2016-01-30,2016,01,30,39.9,29.0,1006.1,10.0,8.9,15.0,22.0,48.9,34.0,0.0,999.9,0,6,2016-01-30,742
2016-01-31,2016,01,31,44.6,39.2,1002.8,8.1,7.6,12.0,999.9,48.9,39.9,0.0,999.9,0,7,2016-01-31,665
2016-02-01,2016,02,01,37.1,30.2,1014.8,9.5,5.4,14.0,20.0,46.9,30.9,0.02,999.9,0,1,2016-02-01,852
2016-02-02,2016,02,02,37.1,31.5,1018.1,5.6,9.2,18.1,22.0,42.1,35.1,0.0,999.9,0,2,2016-02-02,614
2016-02-03,2016,02,03,37.3,33.6,1002.0,5.3,9.8,17.1,25.1,39.9,33.1,0.74,999.9,1,3,2016-02-03,681
2016-02-04,2016,02,04,28.1,16.6,1022.4,9.8,10.0,15.0,21.0,33.1,21.0,0.0,999.9,0,4,2016-02-04,670
2016-02-05,2016,02,05,30.5,20.7,1027.6,9.5,6.3,9.9,999.9,34.0,27.0,0.0,999.9,0,5,2016-02-05,660
2016-02-06,2016,02,06,32.3,22.4,1026.3,9.2,7.3,13.0,999.9,42.1,26.1,0.0,999.9,0,6,2016-02-06,695
2016-02-07,2016,02,07,39.8,28.6,1013.5,10.0,10.1,19.0,25.1,46.0,34.0,0.0,999.9,0,7,2016-02-07,617
2016-02-08,2016,02,08,32.4,23.4,1006.2,9.9,8.9,14.0,999.9,43.0,28.0,0.0,999.9,0,1,2016-02-08,570
2016-02-09,2016,02,09,20.4,11.8,1010.5,5.8,11.0,15.9,19.0,28.0,17.1,0.0,1.2,0,2,2016-02-09,545
2016-02-10,2016,02,10,15.2,2.4,1017.8,9.6,11.1,15.0,22.0,19.0,10.9,0.0,1.2,0,3,2016-02-10,565
2016-02-11,2016,02,11,15.4,-0.8,1026.1,10.0,7.1,9.9,999.9,24.1,9.0,0.0,1.2,0,4,2016-02-11,582
2016-02-12,2016,02,12,21.0,5.2,1024.6,9.8,10.4,22.0,27.0,25.0,18.0,0.0,999.9,0,5,2016-02-12,646
2016-02-13,2016,02,13,11.5,-9.0,1035.4,10.0,11.8,22.0,33.0,19.0,3.9,0.0,999.9,0,6,2016-02-13,597
2016-02-14,2016,02,14,15.8,1.9,1030.6,7.7,8.8,15.0,22.0,19.0,12.9,0.0,1.2,0,7,2016-02-14,514
2016-02-15,2016,02,15,22.5,17.7,1014.1,4.0,6.9,11.1,20.0,28.9,17.1,0.01,1.2,0,1,2016-02-15,553
2016-02-16,2016,02,16,29.2,22.3,1011.1,5.8,3.6,8.0,999.9,37.0,26.1,0.0,1.2,0,2,2016-02-16,625
2016-02-17,2016,02,17,30.8,20.9,1021.5,7.7,5.9,8.9,999.9,36.0,27.0,0.03,1.2,0,3,2016-02-17,641
2016-02-18,2016,02,18,32.5,21.3,1027.8,9.9,9.5,22.0,28.9,42.1,26.1,0.0,999.9,0,4,2016-02-18,681
2016-02-19,2016,02,19,50.2,34.6,1007.2,10.0,20.9,33.0,48.0,64.9,39.9,0.0,999.9,0,5,2016-02-19,775
2016-02-20,2016,02,20,51.2,30.9,1010.9,10.0,11.8,21.0,34.0,60.1,42.1,0.0,999.9,0,6,2016-02-20,702
2016-02-21,2016,02,21,41.5,30.9,1018.4,10.0,9.3,13.0,18.1,53.1,36.0,0.0,999.9,0,7,2016-02-21,706
2016-02-22,2016,02,22,36.7,25.5,1022.8,10.0,4.2,9.9,999.9,45.0,28.0,0.0,999.9,0,1,2016-02-22,639
2016-02-23,2016,02,23,37.9,24.6,1020.2,9.6,6.1,13.0,999.9,46.0,30.9,0.0,999.9,0,2,2016-02-23,630
2016-02-24,2016,02,24,36.4,26.2,1009.3,7.0,19.9,31.1,42.9,39.9,32.0,0.0,2.0,1,3,2016-02-24,578
2016-02-25,2016,02,25,34.4,23.8,1011.8,6.8,16.2,21.0,34.0,37.9,32.0,0.04,1.2,0,4,2016-02-25,699
2016-02-26,2016,02,26,32.7,15.3,1023.8,10.0,10.1,18.1,25.1,35.1,28.0,0.0,999.9,0,5,2016-02-26,740
2016-02-27,2016,02,27,38.1,24.4,1017.0,10.0,10.6,15.9,22.9,55.0,28.0,0.0,999.9,0,6,2016-02-27,691
2016-02-28,2016,02,28,52.2,36.5,1003.3,10.0,14.4,24.1,33.0,64.0,44.1,0.0,999.9,0,7,2016-02-28,623
2016-02-29,2016,02,29,42.1,28.9,1010.7,10.0,14.6,22.0,31.1,60.1,34.0,0.05,999.9,0,1,2016-02-29,646
2016-03-01,2016,03,01,29.8,22.8,1013.9,7.8,16.2,22.0,29.9,36.0,24.1,0.05,999.9,1,2,2016-03-01,817
2016-03-02,2016,03,02,23.2,6.8,1021.4,10.0,7.2,15.0,20.0,33.1,14.0,0.01,999.9,0,3,2016-03-02,607
2016-03-03,2016,03,03,31.2,23.5,1019.6,4.8,6.9,11.1,999.9,33.1,28.9,0.04,1.2,0,4,2016-03-03,616
2016-03-04,2016,03,04,31.9,19.4,1022.5,9.8,7.2,14.0,18.1,39.0,23.0,0.01,1.2,0,5,2016-03-04,702
2016-03-05,2016,03,05,34.6,27.1,1019.3,6.4,8.0,13.0,22.0,39.9,28.9,0.03,1.2,0,6,2016-03-05,699
2016-03-06,2016,03,06,40.8,29.1,1023.0,9.6,8.9,18.1,24.1,53.1,35.1,0.0,999.9,0,7,2016-03-06,714
2016-03-07,2016,03,07,52.6,38.9,1012.7,10.0,11.1,15.9,22.9,62.1,46.9,0.0,999.9,0,1,2016-03-07,794
2016-03-08,2016,03,08,63.2,48.0,1011.6,10.0,12.2,19.0,28.0,73.0,57.9,0.0,999.9,0,2,2016-03-08,723
2016-03-09,2016,03,09,62.1,53.8,1010.8,9.7,9.4,14.0,20.0,69.1,59.0,0.06,999.9,0,3,2016-03-09,679
2016-03-10,2016,03,10,50.1,40.1,1017.5,9.9,7.9,14.0,999.9,60.1,45.0,0.0,999.9,0,4,2016-03-10,716
2016-03-11,2016,03,11,44.1,33.0,1027.0,10.0,5.4,8.9,999.9,53.1,37.0,0.0,999.9,0,5,2016-03-11,733
2016-03-12,2016,03,12,46.1,37.3,1022.6,6.8,4.3,9.9,999.9,60.1,37.9,0.0,999.9,0,6,2016-03-12,744
2016-03-13,2016,03,13,48.0,43.5,1011.5,5.7,7.5,14.0,999.9,51.1,46.0,0.07,999.9,0,7,2016-03-13,628
2016-03-14,2016,03,14,46.3,43.6,1005.7,6.0,4.7,8.0,999.9,54.0,43.0,0.79,999.9,0,1,2016-03-14,684
2016-03-15,2016,03,15,52.1,45.1,1006.5,6.6,7.4,14.0,24.1,64.0,46.9,0.11,999.9,0,2,2016-03-15,713
2016-03-16,2016,03,16,54.7,40.6,1000.6,9.3,19.8,32.1,45.1,61.0,48.9,0.22,999.9,0,3,2016-03-16,745
2016-03-17,2016,03,17,50.0,27.3,1010.3,10.0,14.1,20.0,31.1,57.9,43.0,0.13,999.9,0,4,2016-03-17,738
2016-03-18,2016,03,18,42.9,26.6,1016.9,10.0,9.1,15.9,22.9,53.1,35.1,0.0,999.9,0,5,2016-03-18,791
2016-03-19,2016,03,19,39.5,29.6,1021.5,10.0,7.3,12.0,999.9,46.9,36.0,0.0,999.9,0,6,2016-03-19,699
2016-03-20,2016,03,20,38.8,25.5,1022.6,10.0,9.4,15.0,22.0,45.0,33.1,0.0,999.9,0,7,2016-03-20,685
2016-03-21,2016,03,21,40.1,22.9,1021.3,10.0,4.8,8.0,999.9,50.0,32.0,0.0,999.9,0,1,2016-03-21,698
2016-03-22,2016,03,22,52.1,30.6,1010.0,10.0,11.9,18.1,24.1,66.9,45.0,0.0,999.9,0,2,2016-03-22,722
2016-03-23,2016,03,23,45.7,35.9,1009.3,7.6,11.0,15.0,20.0,63.0,39.9,0.0,999.9,0,3,2016-03-23,686
2016-03-24,2016,03,24,38.7,36.8,1004.1,3.5,9.4,20.0,28.0,43.0,34.0,0.17,999.9,1,4,2016-03-24,677
2016-03-25,2016,03,25,35.8,25.6,1016.0,10.0,8.5,17.1,29.9,45.0,30.9,1.0,999.9,0,5,2016-03-25,716
2016-03-26,2016,03,26,42.7,31.7,1021.2,10.0,6.5,13.0,999.9,55.0,35.1,0.0,999.9,0,6,2016-03-26,735
2016-03-27,2016,03,27,50.2,37.9,1015.2,9.6,7.2,15.9,25.1,66.0,42.1,0.0,999.9,0,7,2016-03-27,631
2016-03-28,2016,03,28,46.2,36.0,1016.3,10.0,9.7,15.0,22.0,53.1,44.1,0.17,999.9,0,1,2016-03-28,741
2016-03-29,2016,03,29,45.9,30.4,1025.2,10.0,3.7,12.0,999.9,60.1,35.1,0.0,999.9,0,2,2016-03-29,739
2016-03-30,2016,03,30,51.4,34.1,1014.4,9.6,11.2,22.0,29.9,62.1,46.0,0.0,999.9,0,3,2016-03-30,716
2016-03-31,2016,03,31,60.9,54.0,995.8,8.8,15.2,22.0,42.0,70.0,55.0,0.39,999.9,0,4,2016-03-31,754
2016-04-01,2016,04,01,45.1,36.9,1005.6,9.8,8.1,20.0,27.0,55.0,39.9,0.05,999.9,0,5,2016-04-01,826
2016-04-02,2016,04,02,36.8,23.8,1007.3,8.0,16.1,33.0,49.0,43.0,32.0,0.1,999.9,0,6,2016-04-02,651
2016-04-03,2016,04,03,43.1,20.7,1012.9,10.0,12.0,25.1,36.9,72.0,28.9,0.01,999.9,0,7,2016-04-03,706
2016-04-04,2016,04,04,40.4,28.1,1014.4,8.9,16.0,22.0,31.1,9999.9,33.1,0.0,999.9,0,1,2016-04-04,660
2016-04-05,2016,04,05,36.1,17.5,1029.9,10.0,8.5,13.0,22.9,46.9,28.9,0.0,999.9,0,2,2016-04-05,675
2016-04-06,2016,04,06,46.3,36.0,1008.5,8.4,10.6,15.0,21.0,50.0,43.0,0.08,999.9,0,3,2016-04-06,660
2016-04-07,2016,04,07,41.3,33.4,1004.8,8.4,11.9,19.0,24.1,46.9,35.1,0.38,999.9,0,4,2016-04-07,742
2016-04-08,2016,04,08,38.9,26.7,1011.1,9.6,10.3,22.0,26.0,44.1,35.1,0.01,999.9,0,5,2016-04-08,626
2016-04-09,2016,04,09,31.1,14.1,1022.4,9.4,12.2,21.0,33.0,37.9,24.1,0.08,1.2,0,6,2016-04-09,689
2016-04-10,2016,04,10,39.1,26.7,1015.6,8.9,11.8,17.1,24.1,48.9,33.1,0.01,999.9,0,7,2016-04-10,704
2016-04-11,2016,04,11,49.3,37.6,1011.5,7.9,9.7,18.1,22.0,52.0,46.0,0.12,999.9,0,1,2016-04-11,676
2016-04-12,2016,04,12,41.4,21.0,1025.6,10.0,7.6,12.0,17.1,50.0,33.1,0.0,999.9,0,2,2016-04-12,701
2016-04-13,2016,04,13,44.7,26.6,1027.3,10.0,7.3,14.0,15.0,57.0,37.0,0.0,999.9,0,3,2016-04-13,714
2016-04-14,2016,04,14,50.2,27.3,1024.8,10.0,7.7,11.1,14.0,61.0,39.9,0.0,999.9,0,4,2016-04-14,690
2016-04-15,2016,04,15,55.2,32.5,1023.2,10.0,7.3,11.1,999.9,69.1,45.0,0.0,999.9,0,5,2016-04-15,811
2016-04-16,2016,04,16,61.0,38.1,1024.7,10.0,6.0,13.0,999.9,77.0,48.0,0.0,999.9,0,6,2016-04-16,734
2016-04-17,2016,04,17,64.7,38.7,1027.4,10.0,6.1,14.0,999.9,80.1,51.1,0.0,999.9,0,7,2016-04-17,708
2016-04-18,2016,04,18,68.2,38.1,1025.3,10.0,4.8,11.1,999.9,82.9,53.1,0.0,999.9,0,1,2016-04-18,737
2016-04-19,2016,04,19,55.9,40.0,1022.6,10.0,8.7,15.9,999.9,73.0,48.0,0.0,999.9,0,2,2016-04-19,703
2016-04-20,2016,04,20,61.5,40.7,1018.7,10.0,9.2,14.0,999.9,73.0,54.0,0.0,999.9,0,3,2016-04-20,689
2016-04-21,2016,04,21,62.8,52.1,1010.6,7.1,6.4,15.9,24.1,71.1,57.9,0.35,999.9,0,4,2016-04-21,714
2016-04-22,2016,04,22,52.2,43.1,1013.8,8.9,10.5,17.1,26.0,60.1,44.1,0.02,999.9,0,5,2016-04-22,728
2016-04-23,2016,04,23,49.4,37.7,1021.4,10.0,7.2,12.0,999.9,60.1,42.1,0.0,999.9,0,6,2016-04-23,692
2016-04-24,2016,04,24,59.6,42.6,1015.3,10.0,7.0,13.0,18.1,80.1,46.0,0.0,999.9,0,7,2016-04-24,755
2016-04-25,2016,04,25,72.6,51.2,1006.3,10.0,12.0,19.0,26.0,84.0,62.1,0.0,999.9,0,1,2016-04-25,758
2016-04-26,2016,04,26,54.5,44.6,1009.1,8.0,11.8,18.1,25.1,81.0,44.1,0.01,999.9,0,2,2016-04-26,693
2016-04-27,2016,04,27,46.4,39.0,1012.9,9.2,14.1,21.0,999.9,50.0,43.0,0.0,999.9,0,3,2016-04-27,660
2016-04-28,2016,04,28,47.7,41.4,1011.7,7.4,9.8,17.1,999.9,51.1,44.1,0.63,999.9,0,4,2016-04-28,731
2016-04-29,2016,04,29,46.7,39.7,1018.4,6.3,7.9,11.1,999.9,51.1,44.1,0.05,999.9,0,5,2016-04-29,718
2016-04-30,2016,04,30,46.6,40.1,1017.7,7.0,11.6,21.0,26.0,50.0,45.0,0.0,999.9,0,6,2016-04-30,604
2016-05-01,2016,05,01,46.9,43.7,1014.7,4.3,10.6,17.1,999.9,51.1,44.1,0.71,999.9,0,7,2016-05-01,819
2016-05-02,2016,05,02,49.8,38.8,1017.1,9.3,12.7,15.9,20.0,57.9,44.1,0.38,999.9,0,1,2016-05-02,756
2016-05-03,2016,05,03,55.0,35.0,1013.9,10.0,5.4,15.9,18.1,68.0,42.1,0.0,999.9,0,2,2016-05-03,736
2016-05-04,2016,05,04,52.2,39.0,1006.9,9.0,11.9,19.0,27.0,64.9,46.0,0.4,999.9,0,3,2016-05-04,682
2016-05-05,2016,05,05,49.5,35.9,1014.2,10.0,12.6,18.1,28.9,61.0,42.1,0.0,999.9,0,4,2016-05-05,697
2016-05-06,2016,05,06,61.6,40.6,1013.8,10.0,5.4,11.1,18.1,82.9,46.0,0.0,999.9,0,5,2016-05-06,794
2016-05-07,2016,05,07,65.1,40.7,1007.6,10.0,12.2,26.0,35.0,82.0,54.0,0.0,999.9,0,6,2016-05-07,741
2016-05-08,2016,05,08,57.2,30.7,1012.9,10.0,4.0,9.9,999.9,69.1,45.0,0.0,999.9,0,7,2016-05-08,729
2016-05-09,2016,05,09,57.2,44.3,1014.2,9.5,9.2,15.0,22.0,66.0,52.0,0.0,999.9,0,1,2016-05-09,731
2016-05-10,2016,05,10,57.4,54.1,1012.0,3.1,9.7,13.0,19.0,71.1,51.1,0.58,999.9,0,2,2016-05-10,712
2016-05-11,2016,05,11,60.4,56.8,1015.6,3.2,5.4,8.9,999.9,69.1,55.0,0.35,999.9,1,3,2016-05-11,758
2016-05-12,2016,05,12,63.4,55.8,1013.5,7.4,8.4,15.0,24.1,71.1,55.9,0.02,999.9,0,4,2016-05-12,690
2016-05-13,2016,05,13,59.3,43.5,1014.6,10.0,9.8,15.9,21.0,66.9,50.0,1.03,999.9,0,5,2016-05-13,808
2016-05-14,2016,05,14,47.7,35.4,1014.0,8.8,12.5,20.0,29.9,62.1,43.0,0.66,999.9,0,6,2016-05-14,723
2016-05-15,2016,05,15,47.3,26.9,1019.4,10.0,8.7,15.9,22.9,57.0,37.9,0.0,999.9,0,7,2016-05-15,739
2016-05-16,2016,05,16,57.1,33.8,1019.8,10.0,10.2,15.0,22.9,71.1,46.9,0.0,999.9,0,1,2016-05-16,782
2016-05-17,2016,05,17,55.4,41.3,1022.2,10.0,8.4,14.0,999.9,66.0,50.0,0.0,999.9,0,2,2016-05-17,692
2016-05-18,2016,05,18,54.2,36.6,1023.6,10.0,6.4,13.0,999.9,66.0,45.0,0.01,999.9,0,3,2016-05-18,800
2016-05-19,2016,05,19,57.5,32.0,1022.8,10.0,4.2,8.9,999.9,69.1,44.1,0.0,999.9,0,4,2016-05-19,763
2016-05-20,2016,05,20,60.8,37.5,1020.9,10.0,6.1,12.0,999.9,68.0,53.1,0.0,999.9,0,5,2016-05-20,804
2016-05-21,2016,05,21,64.5,34.8,1018.9,10.0,8.4,14.0,19.0,75.9,55.9,0.0,999.9,0,6,2016-05-21,792
2016-05-22,2016,05,22,67.2,40.7,1017.8,10.0,5.4,11.1,999.9,78.1,54.0,0.0,999.9,0,7,2016-05-22,750
2016-05-23,2016,05,23,68.5,39.9,1015.5,10.0,5.7,12.0,15.9,84.0,54.0,0.0,999.9,0,1,2016-05-23,782
2016-05-24,2016,05,24,75.7,45.2,1013.6,10.0,8.7,15.0,22.9,89.1,64.0,0.0,999.9,0,2,2016-05-24,803
2016-05-25,2016,05,25,77.9,58.8,1013.7,9.2,9.4,26.0,39.0,89.1,66.2,0.0,999.9,1,3,2016-05-25,719
2016-05-26,2016,05,26,73.2,63.2,1011.6,9.4,8.6,13.0,15.0,84.9,64.9,1.02,999.9,0,4,2016-05-26,765
2016-05-27,2016,05,27,76.1,64.0,1010.7,10.0,8.7,17.1,24.1,84.0,69.1,0.0,999.9,0,5,2016-05-27,800
2016-05-28,2016,05,28,75.1,64.2,1010.8,9.6,12.8,20.0,34.0,82.9,70.0,0.14,999.9,0,6,2016-05-28,791
2016-05-29,2016,05,29,74.9,59.0,1014.1,10.0,10.7,17.1,24.1,82.0,64.9,0.0,999.9,0,7,2016-05-29,798
2016-05-30,2016,05,30,75.9,57.2,1014.8,10.0,6.1,11.1,20.0,87.1,64.9,0.0,999.9,0,1,2016-05-30,820
2016-05-31,2016,05,31,73.4,56.9,1014.3,9.5,7.9,24.1,44.1,84.0,66.0,0.0,999.9,0,2,2016-05-31,756
2016-06-01,2016,06,01,69.9,61.7,1013.3,8.0,6.0,12.0,15.0,81.0,64.9,1.09,999.9,0,3,2016-06-01,932
2016-06-02,2016,06,02,72.6,53.2,1014.9,10.0,6.5,13.0,17.1,80.1,62.1,0.18,999.9,0,4,2016-06-02,800
2016-06-03,2016,06,03,72.7,52.1,1016.5,10.0,5.3,9.9,999.9,84.0,63.0,0.0,999.9,0,5,2016-06-03,822
2016-06-04,2016,06,04,72.1,57.0,1010.7,9.7,7.2,12.0,24.1,81.0,66.9,0.0,999.9,0,6,2016-06-04,827
2016-06-05,2016,06,05,70.5,57.4,1004.2,10.0,9.9,17.1,27.0,81.0,63.0,0.03,999.9,0,7,2016-06-05,777
2016-06-06,2016,06,06,73.0,53.1,1003.9,9.8,10.2,21.0,31.1,84.0,62.1,0.18,999.9,0,1,2016-06-06,792
2016-06-07,2016,06,07,64.0,48.0,1008.6,10.0,9.6,15.0,999.9,77.0,57.9,0.0,999.9,0,2,2016-06-07,754
2016-06-08,2016,06,08,61.5,48.0,1014.5,10.0,6.9,12.0,15.0,70.0,54.0,0.0,999.9,0,3,2016-06-08,744
2016-06-09,2016,06,09,63.9,50.8,1015.6,10.0,6.4,12.0,19.0,73.0,57.9,0.0,999.9,0,4,2016-06-09,725
2016-06-10,2016,06,10,77.2,62.2,1013.2,10.0,8.5,17.1,24.1,93.9,64.9,0.06,999.9,0,5,2016-06-10,765
2016-06-11,2016,06,11,85.2,62.4,1012.3,10.0,9.4,13.0,20.0,93.0,75.0,0.0,999.9,0,6,2016-06-11,815
2016-06-12,2016,06,12,72.8,49.3,1017.9,10.0,10.9,17.1,25.1,91.0,64.9,0.0,999.9,0,7,2016-06-12,850
2016-06-13,2016,06,13,71.1,48.3,1016.2,10.0,5.7,12.0,999.9,88.0,60.1,0.0,999.9,0,1,2016-06-13,794
2016-06-14,2016,06,14,77.2,58.5,1010.4,10.0,7.3,14.0,22.0,88.0,69.1,0.0,999.9,0,2,2016-06-14,835
2016-06-15,2016,06,15,80.6,67.6,1006.3,9.9,9.6,19.0,28.0,91.9,69.1,0.0,999.9,0,3,2016-06-15,789
2016-06-16,2016,06,16,75.2,62.0,1006.9,10.0,10.0,15.0,22.0,90.0,66.9,0.1,999.9,0,4,2016-06-16,820
2016-06-17,2016,06,17,72.5,54.2,1016.2,10.0,9.1,15.9,21.0,86.0,63.0,0.0,999.9,0,5,2016-06-17,829
2016-06-18,2016,06,18,76.3,50.8,1021.0,10.0,5.5,11.1,999.9,88.0,64.0,0.0,999.9,0,6,2016-06-18,763
2016-06-19,2016,06,19,80.4,56.4,1021.6,10.0,6.7,11.1,22.0,91.0,70.0,0.0,999.9,0,7,2016-06-19,811
2016-06-20,2016,06,20,84.6,66.8,1016.6,10.0,11.5,18.1,27.0,91.9,79.0,0.0,999.9,0,1,2016-06-20,857
2016-06-21,2016,06,21,77.1,51.2,1014.6,10.0,7.4,15.9,21.0,91.0,66.0,0.0,999.9,0,2,2016-06-21,824
2016-06-22,2016,06,22,73.3,59.2,1011.8,9.9,6.5,12.0,19.0,82.9,68.0,0.0,999.9,0,3,2016-06-22,749
2016-06-23,2016,06,23,72.3,65.8,1009.9,7.6,7.6,27.0,35.0,80.1,69.1,0.69,999.9,1,4,2016-06-23,801
2016-06-24,2016,06,24,73.3,57.9,1016.1,10.0,7.3,9.9,15.0,82.0,66.9,0.0,999.9,0,5,2016-06-24,807
2016-06-25,2016,06,25,79.5,61.5,1017.0,10.0,7.2,12.0,19.0,91.0,71.1,0.0,999.9,0,6,2016-06-25,812
2016-06-26,2016,06,26,82.8,67.8,1014.1,9.8,8.7,13.0,21.0,90.0,75.0,0.0,999.9,0,7,2016-06-26,774
2016-06-27,2016,06,27,81.9,59.9,1015.2,10.0,8.8,15.9,25.1,91.0,73.0,0.2,999.9,0,1,2016-06-27,771
2016-06-28,2016,06,28,69.3,52.9,1019.0,10.0,10.4,15.9,22.0,78.1,64.0,0.0,999.9,0,2,2016-06-28,767
2016-06-29,2016,06,29,67.9,48.9,1019.4,10.0,6.8,9.9,17.1,78.1,57.0,0.0,999.9,0,3,2016-06-29,804
2016-06-30,2016,06,30,72.3,48.1,1015.7,10.0,7.2,13.0,17.1,79.0,64.0,0.0,999.9,0,4,2016-06-30,847
2016-07-01,2016,07,01,69.6,55.6,1015.5,10.0,10.3,15.9,20.0,77.0,64.9,0.0,999.9,0,5,2016-07-01,959
2016-07-02,2016,07,02,67.9,45.9,1020.5,10.0,4.7,11.1,14.0,77.0,59.0,0.0,999.9,0,6,2016-07-02,756
2016-07-03,2016,07,03,70.4,52.0,1017.8,10.0,6.0,13.0,17.1,78.1,62.1,0.0,999.9,0,7,2016-07-03,782
2016-07-04,2016,07,04,71.9,59.8,1012.2,9.6,6.1,9.9,999.9,81.0,66.0,0.0,999.9,0,1,2016-07-04,846
2016-07-05,2016,07,05,77.2,64.5,1010.6,8.9,6.3,12.0,999.9,88.0,69.1,0.0,999.9,0,2,2016-07-05,895
2016-07-06,2016,07,06,79.1,66.8,1009.0,9.0,7.6,15.0,33.0,89.1,68.0,0.0,999.9,1,3,2016-07-06,742
2016-07-07,2016,07,07,78.4,68.5,1008.5,10.0,6.1,11.1,999.9,84.0,72.0,0.13,999.9,0,4,2016-07-07,790
2016-07-08,2016,07,08,78.6,66.6,1008.4,7.9,7.5,18.1,25.1,88.0,69.8,0.04,999.9,1,5,2016-07-08,790
2016-07-09,2016,07,09,74.5,58.0,1013.8,10.0,9.9,14.0,22.0,84.0,66.9,0.0,999.9,0,6,2016-07-09,729
2016-07-10,2016,07,10,74.2,56.6,1016.8,10.0,4.7,12.0,999.9,84.0,64.0,0.0,999.9,0,7,2016-07-10,760
2016-07-11,2016,07,11,81.3,64.9,1013.4,10.0,9.2,15.0,22.9,91.9,73.0,0.0,999.9,0,1,2016-07-11,701
2016-07-12,2016,07,12,82.9,69.0,1009.8,9.9,12.1,15.9,24.1,90.0,75.9,0.0,999.9,0,2,2016-07-12,780
2016-07-13,2016,07,13,79.1,68.3,1011.3,10.0,7.9,15.9,22.9,87.1,73.0,0.0,999.9,0,3,2016-07-13,726
2016-07-14,2016,07,14,76.5,64.8,1010.2,8.9,12.0,25.1,31.1,88.0,69.1,0.35,999.9,0,4,2016-07-14,768
2016-07-15,2016,07,15,72.6,58.3,1013.7,10.0,8.5,13.0,17.1,84.0,66.9,0.0,999.9,0,5,2016-07-15,845
2016-07-16,2016,07,16,69.3,55.7,1019.1,10.0,6.4,11.1,999.9,77.0,62.1,0.01,999.9,0,6,2016-07-16,780
2016-07-17,2016,07,17,73.9,59.3,1016.3,10.0,10.2,18.1,25.1,86.0,66.9,0.0,999.9,0,7,2016-07-17,789
2016-07-18,2016,07,18,78.8,67.5,1017.7,9.9,5.7,18.1,28.9,87.1,70.0,0.78,999.9,0,1,2016-07-18,799
2016-07-19,2016,07,19,79.6,63.8,1021.5,10.0,4.0,11.1,999.9,88.0,70.0,0.01,999.9,0,2,2016-07-19,791
2016-07-20,2016,07,20,80.7,66.8,1020.7,10.0,5.8,9.9,15.0,89.1,73.9,0.0,999.9,0,3,2016-07-20,824
2016-07-21,2016,07,21,82.5,72.8,1017.0,9.9,7.8,13.0,999.9,90.0,75.9,0.0,999.9,0,4,2016-07-21,784
2016-07-22,2016,07,22,81.1,70.9,1014.5,9.4,7.7,21.0,41.0,91.0,73.9,0.74,999.9,0,5,2016-07-22,791
2016-07-23,2016,07,23,86.0,74.3,1013.5,10.0,4.5,14.0,21.0,91.9,79.0,0.01,999.9,0,6,2016-07-23,813
2016-07-24,2016,07,24,80.4,72.5,1011.7,9.4,10.8,24.1,35.0,93.0,71.6,1.33,999.9,0,7,2016-07-24,790
2016-07-25,2016,07,25,79.6,65.3,1013.6,10.0,8.3,13.0,999.9,87.1,73.9,0.17,999.9,0,1,2016-07-25,827
2016-07-26,2016,07,26,80.9,62.9,1015.6,10.0,4.4,11.1,999.9,87.1,73.0,0.0,999.9,0,2,2016-07-26,877
2016-07-27,2016,07,27,81.5,63.3,1014.3,9.9,3.9,12.0,999.9,90.0,71.1,0.0,999.9,0,3,2016-07-27,795
2016-07-28,2016,07,28,78.8,66.9,1011.4,9.5,4.4,14.0,17.1,84.0,72.0,0.0,999.9,0,4,2016-07-28,774
2016-07-29,2016,07,29,75.3,69.1,1012.0,7.5,5.9,12.0,999.9,82.0,70.0,0.15,999.9,0,5,2016-07-29,801
2016-07-30,2016,07,30,74.2,65.5,1013.2,10.0,9.0,13.0,999.9,79.0,71.1,0.33,999.9,0,6,2016-07-30,927
2016-07-31,2016,07,31,74.4,64.2,1015.5,10.0,7.1,12.0,999.9,82.0,66.9,0.0,999.9,0,7,2016-07-31,813
